,OCloud_B02,OCloud_B03,OCloud_B04,OCloud_B05,OCloud_B06,OCloud_B07,OCloud_B08,OCloud_B09,OCloud_B10,OCloud_B11,OCloud_B12,OCloud_B13
189493,0.23083000000000004,0.12819000000000003,0.24612999999999996,0.06162000000000001,-0.20936,-0.24631999999999998,-0.18393000000000004,-0.2705700000000001,0.26898,0.01972,-0.5803099999999999,-0.34702
173171,0.33559,0.27947,0.30071999999999993,0.34696,0.32126999999999994,0.27947999999999995,0.30648,0.22995999999999994,0.33312,0.00515,-0.53388,-0.36738000000000004
161949,0.30340000000000006,0.24291999999999997,0.16554000000000002,0.12479999999999991,0.09597,0.0736,0.03068000000000004,0.03913,0.14193,0.0011099999999999999,-0.43048,-0.35475999999999996
197874,0.242,0.13815,0.24032000000000003,0.12429000000000001,-0.25764,-0.33530000000000004,-0.23097,-0.39692000000000005,0.28598,0.01559,-0.36064,-0.013270000000000004
54611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38588,0.35568,0.25664000000000003,0.37848000000000004,0.20693999999999996,-0.08297999999999994,-0.07998000000000005,-0.08955999999999997,-0.08062000000000002,0.05839,0.0601,-0.05877999999999994,0.09246000000000001
70078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101150,0.412,0.28184000000000003,0.43594,0.243,-0.07499,-0.12285000000000001,-0.03696999999999995,-0.15259999999999996,0.6615800000000001,0.30426,-0.7423,-0.2632
81457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25638,0.37856999999999996,0.27804999999999996,0.40256000000000003,0.21626,-0.08253999999999995,-0.07718999999999998,-0.08381000000000005,-0.07381000000000004,0.04336000000000001,0.0,-0.14239999999999997,0.08401999999999998
39771,0.09783999999999998,0.023040000000000005,0.10109000000000001,-0.035129999999999995,-0.26350000000000007,-0.28364,-0.25673999999999997,-0.30272999999999994,0.06312999999999999,0.00264,-0.36429,-0.21777000000000002
173148,0.22748000000000002,0.16653,0.21919,0.10974,0.038979999999999904,0.041770000000000085,0.02672999999999992,0.043749999999999956,-0.05677999999999994,0.16404000000000002,-0.76935,-0.47783
175004,0.49577,0.17654000000000003,0.31554,-0.006749999999999923,-0.010069999999999912,-0.012850000000000028,-0.036229999999999984,-0.025399999999999978,0.11159000000000002,0.00486,-0.81917,-0.32858
47580,0.48807,0.48966,0.53248,0.54865,0.5560799999999999,0.56474,0.56789,0.57519,0.47576,0.08,0.51248,0.41416
30348,0.05003000000000002,0.03491,0.04860999999999999,0.025639999999999996,0.06989000000000012,0.08106999999999986,0.049719999999999986,0.08981000000000017,-0.02701999999999999,0.04301,0.0011999999999999789,-0.0009800000000000364
176361,0.35361,0.17224999999999996,0.36468000000000006,0.031099999999999905,-0.10026999999999997,-0.11792999999999998,-0.09377000000000002,-0.13361,0.34829999999999994,0.062279999999999995,-0.68746,-0.26857
182005,0.41712000000000005,0.25054999999999994,0.41195000000000004,0.11922999999999995,-0.12453999999999998,-0.21549000000000007,-0.08130000000000004,-0.27915,0.56766,0.10403000000000001,-0.5836699999999999,-0.12539999999999998
165890,0.32798000000000005,0.23797,0.10343000000000002,-0.23113000000000006,-0.34841999999999995,-0.37285999999999997,-0.37460000000000004,-0.40854,-0.11524000000000001,0.035469999999999995,0.15297,0.20964
66439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30786,0.29053999999999996,0.16394000000000003,0.31910000000000005,0.06838999999999995,-0.13917000000000002,-0.14015999999999995,-0.14259,-0.14371,0.1175,0.06203,-0.38999000000000006,-0.1391
